time,packet_num,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gesture
230334,99,97.15670776367188,-109.09898376464844,0.8667010068893433,-504.93902587890625,-1373.6585693359375,6.158536911010742,no_gesture
230453,105,-151.59127807617188,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230473,106,-151.48593139648438,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230493,107,-151.5194549560547,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230513,108,-151.68704223632812,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230532,109,-151.64874267578125,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230552,110,-151.5481719970703,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230572,111,-151.53860473632812,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230592,112,-151.57212829589844,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230611,113,-151.52902221679688,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230631,114,-151.52902221679688,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230651,115,-151.55775451660156,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230671,116,-151.47634887695312,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230691,117,-151.52423095703125,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230710,118,-151.49072265625,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230730,119,-151.47634887695312,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230750,120,-151.45240783691406,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230770,121,-151.5002899169922,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230790,122,-151.46678161621094,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230829,124,-151.5194549560547,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230849,125,-151.49551391601562,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230869,126,-151.49072265625,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230889,127,-151.58169555664062,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230908,128,-151.5625457763672,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230928,129,-151.57212829589844,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230968,131,-151.36622619628906,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
230987,132,-151.37579345703125,-150.77725219726562,0.4213795065879822,1381.829345703125,-1904.3902587890625,5.792683124542236,no_gesture
