time,packet_num,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gesture
9537464,100,29.247568130493164,98.06649780273438,0.090979665517807,395.1219482421875,1248.780517578125,1.585365891456604,no_gesture
9537563,105,111.36389923095703,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537583,106,111.34953308105469,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537603,107,111.36389923095703,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537623,108,111.38304901123047,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537642,109,111.3878402709961,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537662,110,111.35432434082031,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537682,111,111.36389923095703,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537702,112,111.36868286132812,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537722,113,111.38304901123047,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537741,114,111.35432434082031,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537761,115,111.37347412109375,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537781,116,111.36868286132812,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537820,118,111.40220642089844,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537840,119,111.3878402709961,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537860,120,111.38304901123047,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537880,121,111.37347412109375,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537900,122,111.39263153076172,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537919,123,111.37826538085938,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537939,124,111.3591079711914,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537959,125,111.39263153076172,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
9537979,126,111.38304901123047,79.67903137207031,0.44532153010368347,1674.2073974609375,1014.6341552734375,6.95121955871582,no_gesture
